model,file_path,domain,cer,wer,first_partial_latency_s,first_final_latency_s,finalization_latency_s,total_latency_s,audio_duration_s,rtf,num_partial_results,num_final_results,ref,hyp
deepgram_nova3_streaming,/biography/biography_100_d_229.wav,biography,0.1388888888888889,0.2857142857142857,2.086,2.226,1.323,4.094,2.771,1.4774,2,2,আমি নিজের মুখ ফ্যাকাসে দেখাতে চাই না,নিজের মুখ ফ্যাকাশে দেখাতে চাই না
deepgram_nova3_streaming,/biography/biography_102_d_281.wav,biography,0.5625,0.8333333333333334,2.35,3.19,1.601,4.252,2.651,1.6037,1,1,একতারা আর ডুগডুগি হাতে সাথে সাথে,একতরফা আর দুগ্ধ দুগিহাতে
deepgram_nova3_streaming,/biography/biography_100_d_161.wav,biography,0.06896551724137931,0.2,2.133,3.509,1.271,3.518,2.247,1.5654,2,1,উনার নিজের একত্বের ঘোষণা দিতে,উনার নিজের একত্রে ঘোষণা দিতে।
deepgram_nova3_streaming,/biography/biography_102_d_240.wav,biography,0.0,0.0,2.131,3.697,1.421,3.757,2.336,1.6081,2,1,সেই ঘরেই দাফন করার কথা বলে যান,সেই ঘরেই দাফন করার কথা বলে যান।
deepgram_nova3_streaming,/biography/biography_102_d_153.wav,biography,0.5,1.0,2.413,3.25,1.553,3.252,1.699,1.9138,1,1,সেউরিয়ার এই কারিগররাই,এই কারিগর রাই
deepgram_nova3_streaming,/biography/biography_100_d_97.wav,biography,0.125,0.5,2.172,2.379,1.252,2.423,1.171,2.0691,1,1,একটি নাম,এটি নাম।
deepgram_nova3_streaming,/biography/biography_101_d_10.wav,biography,0.12121212121212122,0.3,2.526,6.779,1.874,6.787,4.913,1.3814,4,1,প্রথম মুঘল সম্রাট জহিরুদ্দিন মোহাম্মদ বাবরের চারজন ছেলে সন্তান ছিল,প্রথম মুঘল সম্রাট জহির উদ্দিন মো: বাবরের চারজন ছেলে সন্তান ছিল।
deepgram_nova3_streaming,/biography/biography_100_d_33.wav,biography,0.38461538461538464,0.3333333333333333,2.227,2.468,1.435,2.478,1.043,2.3755,1,1,উনার বাবা খুব,বাবা খুব
deepgram_nova3_streaming,/biography/biography_102_d_262.wav,biography,0.05128205128205128,0.3333333333333333,2.347,4.354,1.559,4.356,2.797,1.5572,2,1,আধ্যাত্মিক ফকির লালন সাঁই গানের মাধ্যমে,আধ্যাত্মিক ফকির লালনসাই গানের মাধ্যমে
deepgram_nova3_streaming,/biography/biography_102_d_349.wav,biography,0.5833333333333334,1.0,,2.417,1.47,2.428,0.958,2.5344,0,1,সত্যি সত্যিই,সতী সতী
deepgram_nova3_streaming,/biography/biography_102_d_231.wav,biography,0.0,0.0,,2.291,1.354,2.292,0.938,2.4436,0,1,লালন বলে,লালন বলে
deepgram_nova3_streaming,/biography/biography_100_d_68.wav,biography,0.29411764705882354,0.5,2.547,2.86,1.69,2.862,1.172,2.442,1,1,পরিত্যাগ করেছিলেন,পরিধিক করেছিলেন
deepgram_nova3_streaming,/biography/biography_101_d_6.wav,biography,0.04142011834319527,0.34782608695652173,2.411,6.594,2.105,16.27,14.165,1.1486,14,4,যিনি ১৫৩০ খ্রিস্টাব্দ থেকে ১৫৪০ খ্রিস্টাব্দ এবং ১৫৫৫ খ্রিস্টাব্দ থেকে ১৫৫৬ খ্রিস্টাব্দ পর্যন্ত দুই দফায় আধুনিক আফগানিস্তান পাকিস্তান এবং ভারতের উত্তরাঞ্চল রাজত্ব করেছেন,"যিনি ১৫৩ খ্রিস্টাব্দে থেকে ১৫৪০ খ্রিস্টাব্দ এবং ১৫ ৫৫ খ্রিস্টাব্দে থেকে ১৫৪ 56 খ্রিস্টাব্দ পর্যন্ত দুই দফায় আধুনিক আফগানিস্তান, পাকিস্তান, এবং ভারতের উত্তরাঞ্চলে রাজত্ব করেছেন"
deepgram_nova3_streaming,/biography/biography_101_d_51.wav,biography,0.0,0.0,2.245,6.333,1.553,6.334,4.781,1.3249,4,1,পথে তার ভাই কামরান বাধা দিলে আশ্রয় পাওয়ার স্থানের সংকট হয়ে যায় তার জন্য,পথে তার ভাই কামরান বাধা দিলে আশ্রয় পাওয়ার স্থানের সংকট হয়ে যায় তার জন্য।
deepgram_nova3_streaming,/biography/biography_102_d_30.wav,biography,0.11764705882352941,0.5,2.131,2.98,1.342,2.985,1.643,1.8166,1,1,ওতপ্রোতভাবে জড়িত,ওতোপ্রতভাবে জড়িত।
deepgram_nova3_streaming,/biography/biography_102_d_57.wav,biography,0.043478260869565216,0.25,2.341,3.37,1.496,3.378,1.882,1.7951,1,1,করুণ মৃত্যুর কথা জানায়,"করুন মৃত্যুর কথা জানায়,"
deepgram_nova3_streaming,/biography/biography_102_d_225.wav,biography,0.1111111111111111,0.25,2.44,3.528,1.642,3.569,1.927,1.852,1,1,সিরাজ শাহের সান্নিধ্যে আসেন,সিরাজ সায়ের সান্নিধ্যে আসেন
deepgram_nova3_streaming,/biography/biography_102_d_134.wav,biography,0.15625,0.5,2.161,3.824,1.385,3.825,2.44,1.5676,2,1,গুরু সিরাজ সাঁই এর নির্দেশে লালন,গুরু সিরাজশায় এর নির্দেশ লালন
deepgram_nova3_streaming,/biography/biography_100_d_89.wav,biography,0.0,0.0,2.117,2.305,1.317,2.356,1.039,2.2677,1,1,এর অর্থ দাঁড়ায়,এর অর্থ দাঁড়ায়
deepgram_nova3_streaming,/biography/biography_100_d_40.wav,biography,0.15384615384615385,0.6666666666666666,2.206,2.517,1.407,2.518,1.111,2.2661,1,1,উঠা বসা করতেন,"ওঠাবসা করতেন,"
deepgram_nova3_streaming,/biography/biography_102_d_29.wav,biography,0.0,0.0,2.085,4.585,1.355,4.635,3.28,1.4131,3,1,তবে তিনি শৈশব থেকেই ছিলেন গান বাজনার সাথে,তবে তিনি শৈশব থেকেই ছিলেন গান বাজনার সাথে
deepgram_nova3_streaming,/biography/biography_102_d_283.wav,biography,0.24242424242424243,0.5,2.125,3.705,1.423,3.758,2.335,1.6094,2,1,মানিক শাহ পন্ডিত ও মনিরুদ্দিন শাহ,"মানিক শাহ, পণ্ডিত ও মনিরুজ্জামান"
deepgram_nova3_streaming,/biography/biography_102_d_64.wav,biography,0.25,1.0,2.347,2.481,1.487,2.527,1.04,2.4294,1,1,পৌছায় পাড়ে,পৌঁছায় পারে
deepgram_nova3_streaming,/biography/biography_100_d_105.wav,biography,0.42857142857142855,1.0,,2.134,1.386,2.142,0.756,2.8337,0,1,ইলল্লাহ,"ইল্লাল্লাহ,"
deepgram_nova3_streaming,/biography/biography_100_d_225.wav,biography,0.0,0.0,2.101,2.417,1.322,2.465,1.143,2.1569,1,1,তিনি জবাব দেন যে,তিনি জবাব দেন যে
deepgram_nova3_streaming,/biography/biography_102_d_214.wav,biography,0.0,0.0,2.367,3.116,1.559,3.166,1.607,1.9703,1,1,খরিদ করে তা রক্ষা করেন,খরিদ করে তা রক্ষা করেন।
deepgram_nova3_streaming,/biography/biography_102_d_144.wav,biography,0.11764705882352941,0.4,2.361,2.961,1.523,3.002,1.479,2.0298,1,1,এক কান দু কান করে,এক কান দোকান করে
deepgram_nova3_streaming,/biography/biography_102_d_313.wav,biography,0.043478260869565216,0.6666666666666666,2.395,3.215,1.556,3.256,1.7,1.9153,1,1,কুমারখালি থেকে প্রকাশিত,কুমার খালি থেকে প্রকাশিত
deepgram_nova3_streaming,/biography/biography_100_d_150.wav,biography,0.0,0.0,2.25,2.65,1.445,2.702,1.257,2.1497,1,1,তিনি তার স্রষ্টাকে,তিনি তার স্রষ্টাকে
deepgram_nova3_streaming,/biography/biography_102_d_168.wav,biography,0.09090909090909091,0.3333333333333333,2.192,3.577,1.394,3.623,2.229,1.6255,2,1,জাতপাতহীন ধর্ম বর্ণহীন,জাতপাড়হীন ধর্ম বর্ণহীন
deepgram_nova3_streaming,/biography/biography_100_d_169.wav,biography,0.0,0.0,2.125,2.329,1.359,2.377,1.018,2.3349,1,1,মানসুর হাল্লাজ,মানসুর হাল্লাজ
deepgram_nova3_streaming,/biography/biography_101_d_36.wav,biography,0.09166666666666666,0.3684210526315789,2.156,6.305,1.7,11.243,9.543,1.1782,10,3,বিহারের আফগান নেতা শেরশাহ ১৫৩৭ খ্রিষ্টাব্দের ভিতরে বাংলার শাসনকর্তা মাহমুদ শাহ এর কাছ থেকে বাংলার অধিকাংশ স্থান দখল করেন,"বিহারের আফগান নেতা শেরশা ১৫৭ খ্রিস্টাব্দের ভেতরে বাংলার শাসনকর্তা, মহৎশা এর কাজ থেকে বাংলার অধিকাংশ স্থান দখল করেন"
deepgram_nova3_streaming,/biography/biography_102_d_356.wav,biography,0.02631578947368421,0.16666666666666666,2.261,3.645,1.434,3.698,2.264,1.6334,2,1,আমাদের ভিডিওগুলি ভাল লাগলে লাইক কমেন্ট,"আমাদের ভিডিওগুলি ভালো লাগলে লাইক, কমেন্ট,"
deepgram_nova3_streaming,/biography/biography_102_d_300.wav,biography,0.041666666666666664,0.5,2.386,3.638,1.666,3.682,2.016,1.8263,2,1,লালনের গান দেহ কেন্দ্রিক,লালনের গান দেহকেন্দ্রিক
deepgram_nova3_streaming,/biography/biography_102_d_210.wav,biography,0.125,0.25,2.364,3.374,1.564,3.376,1.812,1.8631,1,1,তার ভক্ত আলম শাহ,"তার ভক্ত, মালম শাহ,"
deepgram_nova3_streaming,/biography/biography_102_d_208.wav,biography,0.0,0.0,2.326,3.494,1.862,3.496,1.634,2.1394,1,1,এর সংখ্যা আরও বেড়ে যায়,এর সংখ্যা আরও বেড়ে যায়।
deepgram_nova3_streaming,/biography/biography_102_d_135.wav,biography,0.030303030303030304,0.5,2.275,3.527,1.449,3.535,2.086,1.6946,2,1,কুষ্টিয়া জেলার কুমারখালি উপজেলার,কুষ্টিয়া জেলার কুমার খালি উপজেলার
deepgram_nova3_streaming,/biography/biography_102_d_204.wav,biography,0.02564102564102564,0.08333333333333333,2.389,3.553,1.747,7.282,5.535,1.3156,5,2,বিভিন্ন জায়গায় তারা বাউলদের মাথার চুল কেটে হাতের একতারা ভেঙে গুরিয়ে দিয়েছে,"বিভিন্ন জায়গায় তারা বাউলদের মাথার চুল কেটে, হাতের একতারা ভেঙে গড়িয়ে দিয়েছে"
deepgram_nova3_streaming,/biography/biography_100_d_155.wav,biography,0.0,0.0,2.158,3.595,1.371,3.604,2.233,1.6138,2,1,ঐশ্বরিক বাস্তবতায় পৌঁছানোর জন্য,ঐশ্বরিক বাস্তবতায় পৌঁছানোর জন্য
deepgram_nova3_streaming,/biography/biography_100_d_203.wav,biography,0.06976744186046512,0.16666666666666666,2.373,4.865,1.691,4.912,3.221,1.5248,3,1,উনার কাজকে বীরত্বপূর্ণ বলে আখ্যায়িত করেছেন,উনার কাজকে গুরুত্বপূর্ণ বলে আখ্যায়িত করেছেন।
deepgram_nova3_streaming,/biography/biography_102_d_86.wav,biography,0.0625,0.4444444444444444,2.397,5.648,1.593,5.661,4.068,1.3915,4,1,তারা সাফ কথা জানিয়ে দেয় লালনের অন্তুষ্টিক্রিয়া সম্পন্ন হয়েছে,তারা সাপ্কথা জানিয়ে দেয় লালনের সন্তুষ্টি ক্রিয়া সম্পন্ন হয়েছে
deepgram_nova3_streaming,/biography/biography_100_d_65.wav,biography,0.23529411764705882,0.6666666666666666,2.18,2.969,1.473,2.98,1.507,1.9774,1,1,শাহোল আল তাসতারিও,সাহল আল তাসতারিয়
deepgram_nova3_streaming,/biography/biography_100_d_8.wav,biography,0.0,0.0,,2.224,1.288,2.24,0.952,2.3525,0,1,জানিয়ে দিতে পারেন,জানিয়ে দিতে পারেন।
deepgram_nova3_streaming,/biography/biography_102_d_74.wav,biography,0.027777777777777776,0.16666666666666666,2.326,4.61,1.561,4.655,3.094,1.5045,3,1,এবং মুখমন্ডলে গভীর ক্ষতের সৃষ্টি হয়,এবং মুখমণ্ডলে গভীর ক্ষতের সৃষ্টি হয়
deepgram_nova3_streaming,/biography/biography_100_d_129.wav,biography,1.0,1.0,2.313,,1.482,2.845,1.363,2.0872,1,0,কিতাব আল তাওয়াসিন,
deepgram_nova3_streaming,/biography/biography_102_d_104.wav,biography,0.0,0.0,2.352,3.099,1.507,3.154,1.647,1.9148,1,1,যে ধর্মের জন্য লালন,যে ধর্মের জন্য লালন
